date,给水泵A出口压力,给水泵B出口压力,给水泵出口母管压力,引风机入口烟气压力1,引风机入口烟气压力2,炉排中心风压力,炉排中心风风量,炉排低侧风压力,炉排低侧风风量,炉排高侧风压力,炉排高侧风风量,炉膛前墙二次风压力,炉膛压力1,炉膛压力2,炉膛后墙二次风压力,炉膛温度1,炉膛温度2,烟气冷却器出口烟气压力1,烟气冷却器出口烟气压力2,省煤器入口氧量1,省煤器入口氧量2,省煤器入口烟气压力,省煤器出口烟气压力,空气预热器出口风压力,送风机出口风量,一级减温器调节阀位置反馈,三级烟冷器出口压力,二级减温器调节阀位置反馈,五级烟冷器出口压力,减温器入口流量,四级烟冷器出口压力,汽包压力1,汽包压力2,汽包水位1,汽包水位2,省煤器低温段出口压力,省煤器高温段入口压力,省煤器高温段出口压力,空预器入口水量,给水流量1,给水流量2,给水流量3,OT
2022-01-05 10:45:20,9.52,9.49,9.52,-6.11,-12.5,1.77,-3541.55,1.23,14088.36,1.01,14166.2,-0.08,-93.41,-113.55,-0.07,629.37,701.98,-2.15,-2.2,20.0,10.7,-0.49,-0.88,6.12,557.39,0.21,-1.86,12.7,-1.05,0.11,-1.59,8.54,8.6,517.05,512.41,-0.87,-0.49,-0.66,31.85,11.01,10.87,10.5,24.98
2022-01-05 10:45:30,9.52,9.49,9.52,-6.17,-12.5,1.68,-3541.55,1.15,14088.36,0.93,14166.2,-0.08,-166.67,-201.47,-0.07,629.37,701.98,-2.22,-2.27,20.0,10.84,-0.57,-0.89,6.12,564.1,0.21,-1.94,14.16,-1.14,0.11,-1.67,8.54,8.6,517.05,512.41,-0.95,-0.6,-0.76,31.85,11.23,10.87,10.65,24.98
2022-01-05 10:45:40,9.52,9.49,9.52,-6.17,-12.5,1.68,-3541.55,1.16,14088.36,0.94,14166.2,-0.08,-225.27,-188.64,-0.07,629.37,694.84,-2.19,-2.23,20.0,11.45,-0.45,-0.89,6.07,564.1,0.21,-1.91,14.9,-1.1,0.11,-1.63,8.54,8.6,517.05,512.41,-0.93,-0.57,-0.74,31.85,11.37,11.16,10.78,24.98
2022-01-05 10:45:50,9.38,9.49,9.39,-6.17,-12.5,1.81,-3541.55,1.28,13993.23,1.06,14166.2,-0.08,-84.25,-62.27,-0.07,629.37,694.84,-2.1,-2.16,20.0,12.09,-0.44,-0.89,6.14,558.3,0.21,-1.83,15.54,-1.0,0.11,-1.56,8.54,8.52,517.05,512.41,-0.82,-0.45,-0.63,31.85,11.55,11.29,10.95,24.98
2022-01-05 10:46:00,9.38,9.49,9.39,-6.17,-12.5,1.7,-3541.55,1.17,14079.71,0.97,14166.2,-0.08,-150.18,-186.81,-0.07,629.37,694.84,-2.19,-2.23,20.0,12.77,-0.46,-0.89,6.14,558.3,0.21,-1.9,16.21,-1.09,0.11,-1.63,8.54,8.52,517.05,512.41,-0.93,-0.56,-0.73,31.85,11.68,11.44,11.08,24.98
2022-01-05 10:46:10,9.38,9.34,9.39,-6.17,-12.5,1.69,-3541.55,1.19,14144.58,0.98,14166.2,-0.08,-21.98,-124.54,-0.07,629.37,685.71,-2.14,-2.19,20.0,13.55,-0.44,-0.85,6.14,550.98,0.21,-1.85,16.21,-1.04,0.11,-1.58,8.47,8.52,517.05,512.41,-0.86,-0.47,-0.64,31.85,11.53,11.29,10.95,24.98
2022-01-05 10:46:20,9.38,9.34,9.39,-6.17,-12.5,1.59,-3541.55,1.08,14144.58,0.88,14166.2,-0.08,-282.05,-278.39,-0.07,629.37,685.71,-2.28,-2.33,20.0,14.18,-0.57,-0.92,6.14,563.19,0.21,-1.99,16.21,-1.18,0.11,-1.71,8.47,8.52,517.05,512.41,-1.01,-0.63,-0.8,31.85,11.34,11.08,10.78,24.98
2022-01-05 10:46:30,9.38,9.34,9.39,-6.17,-12.5,1.76,-3541.55,1.25,14036.47,1.06,14166.2,-0.08,-111.72,-93.41,-0.07,629.37,685.71,-2.13,-2.18,20.0,14.55,-0.46,-0.9,6.14,554.03,0.21,-1.84,16.21,-1.01,0.11,-1.56,8.47,8.42,522.27,512.41,-0.83,-0.46,-0.64,31.85,11.34,11.08,10.78,24.98
2022-01-05 10:46:40,9.38,9.34,9.39,-6.17,-12.5,1.8,-3541.55,1.3,13984.58,1.12,14166.2,-0.08,-87.91,-27.47,-0.07,629.37,685.71,-2.09,-2.13,20.0,14.89,-0.48,-0.88,6.14,554.03,0.21,-1.79,16.21,-0.98,0.27,-1.52,8.4,8.42,522.27,514.44,-0.8,-0.42,-0.61,31.85,11.55,11.32,10.91,24.7
2022-01-05 10:46:50,9.38,9.34,9.39,-6.17,-12.5,1.68,-3541.55,1.18,14071.07,0.96,14166.2,-0.08,-135.53,-175.82,-0.07,629.37,685.71,-2.17,-2.22,20.0,15.35,-0.47,-0.88,6.14,557.39,0.21,-1.89,15.63,-1.09,0.27,-1.62,8.4,8.42,516.47,514.44,-0.91,-0.54,-0.72,31.85,11.55,11.32,11.03,24.7
2022-01-05 10:47:00,9.25,9.34,9.26,-6.17,-12.5,1.82,-3541.55,1.33,13841.88,1.12,14166.2,-0.08,-12.82,14.65,-0.03,629.37,672.62,-2.02,-2.09,20.0,15.73,-0.49,-0.88,6.14,551.28,0.21,-1.73,15.05,-0.94,0.27,-1.48,8.4,8.42,516.47,514.44,-0.76,-0.38,-0.55,31.85,11.55,11.32,11.03,24.7
2022-01-05 10:47:10,9.25,9.34,9.26,-6.17,-12.5,1.81,-3541.55,1.31,13893.77,1.11,14166.2,-0.08,-45.79,-21.98,-0.07,629.37,672.62,-2.08,-2.11,20.0,15.87,-0.36,-0.83,6.14,551.28,0.21,-1.78,15.05,-0.96,0.27,-1.5,8.4,8.35,516.47,514.44,-0.79,-0.42,-0.61,31.85,11.36,11.13,10.77,24.7
2022-01-05 10:47:20,9.25,9.21,9.26,-6.17,-12.5,1.09,-3541.55,0.76,3675.6,0.38,14166.2,-0.08,-227.11,-360.81,-0.07,629.37,672.62,-2.27,-2.33,20.0,15.98,-0.36,-0.85,6.46,491.45,0.21,-1.99,14.32,-1.22,0.27,-1.74,8.4,8.35,516.47,509.51,-1.05,-0.67,-0.84,31.85,11.15,10.94,10.64,24.7
2022-01-05 10:47:30,9.25,9.21,9.26,-6.17,-12.5,0.42,-3541.55,0.83,1284.3,0.47,14166.2,0.01,-16.48,108.06,0.09,629.37,672.62,-1.99,-2.05,20.0,15.98,-0.52,-0.87,7.24,356.84,0.21,-1.71,14.32,-0.88,0.13,-1.43,8.4,8.35,516.47,515.89,-0.69,-0.32,-0.49,31.85,11.15,10.8,10.64,24.41
2022-01-05 10:47:40,9.25,9.21,9.26,-6.17,-12.5,0.03,-3541.55,0.48,1357.81,0.13,14166.2,-0.06,-111.72,-141.03,-0.08,629.37,686.11,-2.15,-2.2,20.0,15.88,-0.44,-0.86,7.5,310.44,0.21,-1.86,13.58,-1.05,0.0,-1.59,8.4,8.35,511.54,509.22,-0.87,-0.51,-0.71,31.85,10.8,10.63,10.25,24.41
2022-01-05 10:47:50,9.25,9.21,9.26,-6.17,-12.5,-0.08,-3541.55,0.42,1357.81,0.11,14166.2,-0.06,-128.21,-210.62,-0.07,629.37,686.11,-2.15,-2.21,20.0,15.38,-0.44,-0.86,7.35,329.37,0.21,-1.87,13.58,-1.09,0.13,-1.61,8.4,8.35,511.54,509.22,-0.92,-0.54,-0.71,31.85,10.8,10.47,10.25,24.41
2022-01-05 10:48:00,9.25,9.21,9.26,-6.17,-12.5,0.82,-3541.55,0.73,1357.81,0.37,14166.2,-0.06,-230.77,-217.95,-0.07,629.37,686.11,-2.18,-2.23,20.0,14.17,-0.55,-0.91,6.83,425.52,0.21,-1.9,13.58,-1.12,0.13,-1.64,8.4,8.35,518.79,509.22,-0.95,-0.6,-0.8,31.85,10.8,10.47,10.25,24.41
2022-01-05 10:48:10,9.25,9.21,9.26,-6.07,-12.5,1.46,-3541.55,0.94,1855.1,0.57,14166.2,-0.06,-130.04,-104.4,-0.07,629.37,703.57,-2.1,-2.16,20.0,12.7,-0.55,-0.91,6.61,467.64,0.21,-1.84,13.58,-1.03,0.11,-1.56,8.4,8.35,512.7,510.96,-0.86,-0.5,-0.66,31.85,10.61,10.47,10.03,24.41
2022-01-05 10:48:20,9.25,9.21,9.26,-6.02,-12.5,1.56,-3541.55,1.0,2832.38,0.58,14166.2,-0.06,-130.04,-117.22,-0.07,629.37,712.7,-2.1,-2.15,20.0,10.98,-0.51,-0.88,6.5,480.46,0.21,-1.82,13.58,-1.02,0.11,-1.54,8.4,8.35,512.7,503.42,-0.86,-0.5,-0.68,31.62,10.61,10.31,10.03,24.71
2022-01-05 10:48:30,9.25,9.21,9.26,-6.02,-12.5,1.56,-3541.55,1.0,4246.4,0.63,14166.2,-0.06,-130.04,-150.18,-0.07,629.37,721.83,-2.13,-2.16,20.0,9.98,-0.44,-0.88,6.42,494.81,0.21,-1.84,13.58,-1.04,0.11,-1.57,8.4,8.35,512.7,503.42,-0.87,-0.5,-0.68,31.36,10.36,10.31,9.84,24.71
2022-01-05 10:48:40,9.25,9.21,9.26,-6.02,-12.5,1.6,-3541.55,1.06,6304.74,0.69,14166.2,-0.06,-91.58,-137.36,-0.07,629.37,721.83,-2.13,-2.18,20.0,9.41,-0.46,-0.86,6.34,512.82,0.21,-1.84,14.16,-1.05,0.11,-1.58,8.4,8.44,512.7,508.64,-0.88,-0.5,-0.67,31.17,10.36,10.08,9.71,24.71
2022-01-05 10:48:50,9.25,9.21,9.26,-6.08,-12.5,1.66,-3541.55,1.12,8652.8,0.87,14166.2,-0.06,-91.58,-124.54,-0.07,629.37,721.83,-2.14,-2.19,20.0,9.41,-0.42,-0.86,6.29,526.86,0.21,-1.86,15.32,-1.05,0.11,-1.59,8.4,8.44,512.7,508.64,-0.87,-0.5,-0.68,31.33,10.39,10.08,9.71,24.71
2022-01-05 10:49:00,9.25,9.21,9.26,-6.08,-12.5,1.71,-3541.55,1.18,11212.75,0.93,14166.2,-0.06,-91.58,-124.54,-0.07,629.37,721.83,-2.14,-2.19,20.0,9.59,-0.55,-0.86,6.21,541.82,0.21,-1.86,15.93,-1.04,0.11,-1.58,8.47,8.44,512.7,503.42,-0.87,-0.49,-0.67,31.57,10.39,10.08,9.87,24.71
2022-01-05 10:49:10,9.25,9.21,9.26,-6.08,-12.5,1.75,-3541.55,1.18,13664.59,0.98,14166.2,-0.06,-95.24,-124.54,-0.07,629.37,709.13,-2.14,-2.2,20.0,9.76,-0.5,-0.86,6.15,554.95,0.21,-1.87,16.51,-1.06,0.11,-1.59,8.47,8.44,512.7,508.64,-0.87,-0.51,-0.7,31.57,10.39,10.26,9.87,24.71
2022-01-05 10:49:20,9.25,9.21,9.26,-6.08,-12.5,1.81,-3541.55,1.28,13573.78,1.08,14166.2,-0.06,-95.24,-29.3,-0.07,629.37,709.13,-2.08,-2.14,20.0,10.16,-0.42,-0.84,6.15,554.95,0.21,-1.8,17.09,-0.97,0.11,-1.52,8.47,8.44,512.7,508.64,-0.79,-0.42,-0.61,31.89,10.68,10.43,10.12,24.71
2022-01-05 10:49:30,9.25,9.21,9.26,-6.08,-12.5,1.82,-3541.55,1.27,13617.02,1.06,14166.2,-0.06,-7.33,-58.61,-0.07,637.7,709.13,-2.1,-2.15,20.0,10.43,-0.3,-0.84,6.15,552.5,0.21,-1.81,17.09,-1.0,0.11,-1.54,8.47,8.44,512.7,513.57,-0.83,-0.44,-0.61,31.89,10.68,10.56,10.26,24.71
2022-01-05 10:49:40,9.25,9.21,9.26,-6.08,-12.5,1.82,-3541.55,1.3,13617.02,1.06,14166.2,-0.06,-42.12,-25.64,-0.07,637.7,701.98,-2.08,-2.14,20.0,10.76,-0.49,-0.84,6.15,552.5,0.21,-1.79,29.37,-0.97,0.31,-1.52,8.47,8.44,512.7,513.57,-0.79,-0.42,-0.6,31.89,10.68,10.56,10.26,24.71
2022-01-05 10:49:50,9.25,9.21,9.26,-6.08,-12.5,1.79,-3541.55,1.24,13651.62,1.06,14166.2,-0.06,-89.74,-71.43,-0.07,637.7,701.98,-2.1,-2.15,20.0,11.19,-0.53,-0.83,6.15,552.5,0.21,-1.81,46.06,-1.0,1.5,-1.54,8.47,8.5,512.7,508.64,-0.82,-0.45,-0.63,30.77,10.68,10.56,10.26,24.71
2022-01-05 10:50:00,9.25,9.21,9.26,-6.08,-12.5,1.79,-3541.55,1.25,13629.99,1.06,14166.2,-0.06,-53.11,-67.77,-0.07,637.7,701.98,-2.08,-2.13,20.0,11.3,-0.44,-0.83,6.15,552.5,0.21,-1.8,46.06,-0.97,1.5,-1.52,8.47,8.5,512.7,508.64,-0.8,-0.43,-0.6,30.59,10.68,10.56,10.26,25.03
2022-01-05 10:50:10,9.25,9.21,9.26,-6.14,-12.5,1.64,-3541.55,1.12,13949.99,0.94,14166.2,-0.06,-203.3,-203.3,-0.07,646.43,701.98,-2.22,-2.27,20.0,11.5,-0.57,-0.85,6.09,559.83,0.21,-1.93,42.95,-1.12,1.19,-1.67,8.47,8.5,512.7,508.64,-0.97,-0.6,-0.78,30.59,10.68,10.56,10.26,25.03
2022-01-05 10:50:20,9.25,9.21,9.26,-6.14,-12.5,1.75,-3541.55,1.21,13733.78,1.01,14166.2,-0.06,-64.1,-102.56,-0.07,646.43,701.98,-2.13,-2.18,20.0,11.76,-0.41,-0.85,6.09,553.72,0.21,-1.84,40.75,-1.03,1.38,-1.57,8.47,8.5,512.7,520.53,-0.86,-0.48,-0.64,30.77,10.68,10.56,10.26,25.03
2022-01-05 10:50:30,9.25,9.21,9.26,-6.14,-12.5,1.79,-3541.55,1.25,13565.13,1.01,14166.2,-0.06,-29.3,-98.9,-0.07,646.43,701.98,-2.11,-2.16,20.0,12.09,-0.45,-0.83,6.09,553.72,0.21,-1.82,38.28,-1.01,1.24,-1.55,8.47,8.5,512.7,509.51,-0.83,-0.46,-0.64,30.94,10.68,10.56,10.26,25.03
2022-01-05 10:50:40,9.25,9.21,9.26,-6.14,-12.5,1.66,-3541.55,1.12,13898.1,0.95,14166.2,-0.06,-58.61,-217.95,-0.08,646.43,701.98,-2.21,-2.27,20.0,12.35,-0.37,-0.83,6.09,560.44,0.21,-1.92,37.12,-1.12,1.01,-1.65,8.47,8.5,512.7,508.93,-0.94,-0.56,-0.73,31.12,10.68,10.5,10.2,25.03
2022-01-05 10:50:50,9.25,9.34,9.26,-6.07,-12.5,1.68,-3541.55,1.14,13915.39,0.93,14166.2,-0.06,-164.84,-227.11,-0.07,646.43,701.98,-2.23,-2.28,20.0,12.48,-0.39,-0.85,6.09,555.25,0.21,-1.94,35.65,-1.14,1.01,-1.67,8.47,8.5,512.7,508.93,-0.96,-0.57,-0.75,31.4,10.91,10.65,10.39,25.03
2022-01-05 10:51:00,9.25,9.34,9.26,-6.07,-12.5,1.7,-3541.55,1.14,13785.67,0.94,14166.2,-0.06,-97.07,-192.31,-0.07,646.43,701.98,-2.2,-2.25,20.0,12.48,-0.33,-0.83,6.09,549.76,0.21,-1.92,35.01,-1.09,1.01,-1.63,8.54,8.5,512.7,508.93,-0.92,-0.55,-0.73,31.65,10.91,10.65,10.39,25.03
2022-01-05 10:51:10,9.25,9.34,9.26,-6.07,-12.5,1.72,-3541.55,1.18,13880.8,0.95,14166.2,-0.06,-126.37,-197.8,-0.07,646.43,701.98,-2.23,-2.26,20.0,12.38,-0.49,-0.83,6.09,555.86,0.21,-1.94,35.01,-1.1,0.85,-1.65,8.54,8.5,512.7,508.93,-0.93,-0.58,-0.75,31.35,10.91,10.65,10.23,25.03
2022-01-05 10:51:20,9.25,9.34,9.26,-6.07,-12.5,1.73,-3541.55,1.19,13729.45,0.98,14166.2,-0.06,-93.41,-141.03,-0.06,653.97,701.98,-2.18,-2.25,20.0,12.38,-0.53,-0.83,6.14,555.25,0.21,-1.89,35.01,-1.1,1.01,-1.62,8.54,8.5,517.92,508.93,-0.92,-0.54,-0.72,31.35,10.91,10.65,10.23,25.03
2022-01-05 10:51:30,9.25,9.34,9.26,-6.07,-12.5,1.35,-3541.55,0.95,4211.81,0.58,14166.2,-0.06,-93.41,-177.66,-0.06,653.97,701.98,-2.2,-2.24,20.0,12.38,-0.48,-0.87,6.45,489.32,0.21,-1.91,35.65,-1.09,0.95,-1.63,8.54,8.5,517.92,520.53,-0.92,-0.54,-0.73,31.77,10.9,10.66,10.37,25.03
2022-01-05 10:51:40,9.25,9.34,9.39,-6.13,-12.5,0.42,-3541.55,0.73,1310.24,0.42,14166.2,-0.06,-84.25,-16.48,-0.06,653.97,695.24,-2.12,-2.16,20.0,12.52,-0.52,-0.87,7.13,372.1,0.21,-1.83,36.36,-0.99,0.95,-1.55,8.54,8.5,517.92,512.99,-0.81,-0.45,-0.61,31.94,11.1,10.85,10.37,25.03
2022-01-05 10:51:50,9.4,9.34,9.39,-6.13,-12.5,0.01,-3541.55,0.49,1310.24,0.19,14166.2,-0.06,-115.38,-124.54,-0.06,653.97,695.24,-2.18,-2.22,20.0,12.77,-0.52,-0.87,7.44,313.8,0.21,-1.88,36.36,-1.06,0.95,-1.61,8.54,8.58,512.12,507.77,-0.88,-0.5,-0.68,31.57,10.94,10.72,10.39,25.03
2022-01-05 10:52:00,9.4,9.34,9.39,-6.13,-12.5,0.53,-3541.55,0.73,1310.24,0.41,14166.2,-0.06,-49.45,-51.28,-0.06,653.97,695.24,-2.11,-2.16,20.0,12.88,-0.34,-0.86,7.05,381.56,0.21,-1.82,36.36,-1.01,0.95,-1.54,8.54,8.58,512.12,507.77,-0.84,-0.45,-0.63,31.39,10.94,10.72,10.39,25.03
2022-01-05 10:52:10,9.4,9.34,9.39,-6.08,-12.5,1.22,-3541.55,0.82,1249.7,0.43,14166.2,-0.06,-179.49,-252.75,-0.06,653.97,695.24,-2.24,-2.29,20.0,12.14,-0.46,-0.87,6.69,456.96,0.21,-1.95,36.36,-1.16,0.95,-1.69,8.61,8.58,512.12,507.77,-0.99,-0.62,-0.79,31.39,10.78,10.55,10.36,25.03
2022-01-05 10:52:20,9.4,9.34,9.39,-6.08,-12.5,1.45,-3541.55,0.9,1872.39,0.56,14166.2,-0.06,-179.49,-188.64,-0.06,653.97,695.24,-2.19,-2.24,20.0,10.74,-0.48,-0.91,6.58,473.44,0.21,-1.91,36.36,-1.11,0.95,-1.64,8.61,8.58,512.12,507.77,-0.93,-0.56,-0.75,31.8,10.93,10.71,10.36,25.03
2022-01-05 10:52:30,9.4,9.34,9.39,-6.0,-12.5,1.41,-3541.55,0.83,2802.11,0.41,14166.2,-0.06,-216.12,-283.88,-0.06,653.97,695.24,-2.25,-2.29,20.0,9.66,-0.5,-0.91,6.48,488.1,0.21,-1.96,36.36,-1.18,0.95,-1.7,8.61,8.58,512.12,507.77,-1.01,-0.66,-0.83,31.8,10.93,10.71,10.5,25.3
2022-01-05 10:52:40,9.4,9.34,9.39,-6.0,-12.5,1.56,-3541.55,1.01,4125.32,0.62,14166.2,-0.06,-157.51,-164.84,-0.06,653.97,704.37,-2.16,-2.2,20.0,9.17,-0.49,-0.91,6.43,495.42,0.21,-1.88,36.36,-1.06,0.95,-1.59,8.61,8.58,512.12,507.77,-0.88,-0.52,-0.7,32.0,10.93,10.71,10.5,25.3
2022-01-05 10:52:50,9.4,9.34,9.39,-6.0,-12.5,1.66,-3541.55,1.1,6010.69,0.74,14166.2,-0.06,-98.9,-113.55,-0.06,653.97,704.37,-2.12,-2.17,20.0,9.04,-0.42,-0.9,6.36,510.99,0.21,-1.84,36.94,-1.03,1.09,-1.57,8.61,8.58,512.12,507.77,-0.84,-0.47,-0.66,32.0,10.93,10.71,10.5,25.3
2022-01-05 10:53:00,9.4,9.34,9.39,-6.0,-12.5,1.66,-3541.55,1.07,8367.4,0.81,14166.2,-0.06,-104.4,-161.17,-0.06,653.97,704.37,-2.21,-2.26,20.0,9.46,-0.5,-0.87,6.29,528.39,0.21,-1.91,36.94,-1.1,0.95,-1.64,8.61,8.58,512.12,507.77,-0.93,-0.55,-0.73,32.0,10.93,10.71,10.5,25.3
2022-01-05 10:53:10,9.4,9.34,9.39,-6.07,-12.5,1.66,-3541.55,1.11,11143.56,0.85,14166.2,-0.06,-166.67,-172.16,-0.06,653.97,704.37,-2.2,-2.25,20.0,9.99,-0.5,-0.89,6.22,537.55,0.21,-1.91,36.94,-1.1,0.95,-1.64,8.61,8.58,512.12,507.77,-0.92,-0.55,-0.73,32.0,10.93,10.71,10.5,25.3
2022-01-05 10:53:20,9.4,9.34,9.39,-6.07,-12.5,1.77,-3541.55,1.23,13444.05,1.06,14166.2,-0.06,-67.77,-71.43,-0.06,653.97,704.37,-2.13,-2.17,20.0,10.49,-0.51,-0.89,6.16,552.5,0.21,-1.83,36.94,-1.01,1.09,-1.55,8.61,8.58,512.12,507.77,-0.83,-0.47,-0.63,32.0,10.93,10.71,10.5,25.3
2022-01-05 10:53:30,9.4,9.34,9.39,-6.07,-12.5,1.77,-3541.55,1.23,14058.09,1.02,14166.2,-0.06,-100.73,-106.23,-0.06,653.97,704.37,-2.16,-2.21,20.0,10.94,-0.45,-0.86,6.16,552.5,0.21,-1.86,36.94,-1.03,0.92,-1.59,8.61,8.58,512.12,507.77,-0.86,-0.48,-0.66,32.0,10.93,10.71,10.5,25.3
2022-01-05 10:53:40,9.4,9.34,9.39,-6.07,-12.5,1.86,-3541.55,1.32,13932.69,1.13,14166.2,-0.06,9.16,29.3,-0.03,653.97,715.48,-2.06,-2.11,20.0,11.35,-0.37,-0.84,6.16,552.5,0.21,-1.77,36.94,-0.94,0.92,-1.49,8.61,8.58,512.12,508.93,-0.76,-0.38,-0.57,32.0,10.93,10.71,10.5,25.3
2022-01-05 10:53:50,9.4,9.34,9.39,-6.07,-12.5,1.71,-3541.55,1.16,14166.2,0.98,14166.2,-0.06,-139.19,-170.33,-0.06,653.97,725.4,-2.22,-2.27,20.0,11.61,-0.41,-0.85,6.08,558.61,0.21,-1.93,36.94,-1.1,0.92,-1.64,8.61,8.58,512.12,508.93,-0.93,-0.56,-0.74,31.98,11.13,10.89,10.5,25.3
2022-01-05 10:54:00,9.4,9.47,9.39,-6.14,-12.5,1.71,-3541.55,1.19,14166.2,0.98,14166.2,-0.06,-137.36,-170.33,-0.06,653.97,725.4,-2.18,-2.23,20.0,11.83,-0.51,-0.87,6.08,558.61,0.21,-1.9,36.94,-1.09,1.1,-1.63,8.61,8.58,512.12,508.93,-0.9,-0.53,-0.71,31.98,11.26,11.04,10.73,25.3
2022-01-05 10:54:10,9.4,9.47,9.39,-6.08,-12.5,1.8,-3541.55,1.24,14084.04,1.06,14166.2,-0.06,-65.93,-69.6,-0.07,653.97,725.4,-2.13,-2.18,20.0,11.83,-0.53,-0.87,6.1,558.91,0.21,-1.84,36.17,-1.01,0.97,-1.56,8.61,8.58,512.12,508.93,-0.84,-0.46,-0.65,31.98,11.26,11.04,10.73,25.3
2022-01-05 10:54:20,9.4,9.47,9.39,-6.08,-12.5,2.04,-3541.55,1.51,13530.54,1.29,14166.2,0.09,106.23,219.78,0.17,653.97,725.4,-1.95,-2.01,20.0,12.2,-0.41,-0.83,6.16,546.4,0.21,-1.66,36.17,-0.81,0.97,-1.37,8.61,8.58,512.12,508.93,-0.62,-0.21,-0.41,31.98,11.26,11.04,10.73,25.3
2022-01-05 10:54:30,9.4,9.47,9.39,-6.08,-12.5,1.73,-3541.55,1.2,14166.2,1.0,14166.2,-0.07,-102.56,-157.51,-0.07,660.71,725.4,-2.17,-2.22,20.0,12.3,-0.46,-0.83,6.16,558.91,0.21,-1.89,35.62,-1.08,0.97,-1.62,8.61,8.67,512.12,503.42,-0.9,-0.52,-0.71,31.98,11.07,10.84,10.54,25.3
2022-01-05 10:54:40,9.4,9.47,9.39,-6.08,-12.5,1.75,-3541.55,1.23,14127.28,1.06,14166.2,-0.07,-18.32,-100.73,-0.06,660.71,725.4,-2.14,-2.19,20.0,12.31,-0.45,-0.81,6.16,550.67,0.21,-1.84,35.04,-1.03,0.97,-1.57,8.7,8.67,512.12,513.28,-0.85,-0.46,-0.63,31.52,10.93,10.69,10.4,25.3
2022-01-05 10:54:50,9.4,9.47,9.52,-6.08,-12.5,1.63,-3541.55,1.16,14127.28,0.94,14166.2,-0.07,-175.82,-201.47,-0.06,668.65,725.4,-2.21,-2.26,20.0,12.09,-0.49,-0.84,6.16,562.58,0.21,-1.92,35.04,-1.11,0.92,-1.65,8.7,8.67,512.12,508.35,-0.94,-0.56,-0.74,31.34,10.93,10.55,10.26,25.57
2022-01-05 10:55:00,9.4,9.47,9.52,-6.08,-12.5,1.74,-3541.55,1.21,14127.28,1.04,14166.2,-0.07,-131.87,-98.9,-0.06,668.65,718.25,-2.16,-2.21,20.0,11.51,-0.49,-0.86,6.16,554.33,0.21,-1.86,35.04,-1.05,0.92,-1.59,8.7,8.67,517.63,508.35,-0.87,-0.49,-0.71,31.93,10.93,10.74,10.4,25.57
2022-01-05 10:55:10,9.53,9.47,9.52,-6.08,-12.5,1.64,-3541.55,1.14,14114.31,0.95,14166.2,-0.07,-148.35,-216.12,-0.06,668.65,718.25,-2.22,-2.27,20.0,11.39,-0.48,-0.86,6.1,557.08,0.21,-1.93,35.04,-1.12,0.88,-1.66,8.7,8.67,517.63,517.05,-0.95,-0.57,-0.75,31.93,11.12,10.87,10.58,25.57
2022-01-05 10:55:20,9.53,9.47,9.52,-6.08,-12.5,1.61,-3541.55,1.13,14114.31,0.91,14166.2,-0.07,-148.35,-228.94,-0.06,668.65,718.25,-2.23,-2.28,20.0,11.51,-0.44,-0.88,6.1,562.88,0.21,-1.95,35.04,-1.15,1.01,-1.68,8.7,8.67,517.63,517.05,-0.97,-0.6,-0.77,31.93,11.12,10.87,10.58,25.57
2022-01-05 10:55:30,9.53,9.47,9.52,-6.08,-12.5,1.65,-3541.55,1.21,14114.31,1.0,14166.2,-0.07,-148.35,-141.03,-0.06,668.65,709.92,-2.16,-2.21,20.0,12.03,-0.52,-0.88,6.1,561.97,0.21,-1.87,35.04,-1.07,1.01,-1.62,8.7,8.67,517.63,517.05,-0.9,-0.51,-0.69,31.93,11.35,11.13,10.77,25.57
2022-01-05 10:55:40,9.53,9.47,9.52,-6.15,-12.5,1.25,-3541.55,0.84,4691.8,0.44,14166.2,-0.07,-241.76,-280.22,-0.06,668.65,709.92,-2.23,-2.27,20.0,12.7,-0.48,-0.89,6.44,506.72,0.21,-1.94,35.04,-1.16,0.82,-1.69,8.7,8.67,517.63,517.92,-0.99,-0.62,-0.77,31.93,11.49,11.29,10.9,25.57
2022-01-05 10:55:50,9.53,9.47,9.52,-6.21,-12.5,0.52,-3541.55,0.77,1318.89,0.46,14166.2,-0.07,-135.53,-10.99,-0.03,668.65,703.17,-2.05,-2.11,20.0,13.48,-0.52,-0.93,7.13,378.82,0.21,-1.77,34.49,-0.95,0.82,-1.49,8.62,8.67,523.14,517.92,-0.77,-0.41,-0.59,31.93,11.81,11.58,11.26,25.25
2022-01-05 10:56:00,9.53,9.47,9.52,-6.21,-12.5,0.0,-3541.55,0.46,1318.89,0.12,14166.2,-0.07,-91.58,-100.73,-0.05,668.65,703.17,-2.15,-2.2,20.0,14.22,-0.42,-0.9,7.48,317.46,0.21,-1.86,34.49,-1.05,0.82,-1.58,8.62,8.6,518.21,517.92,-0.87,-0.5,-0.68,31.93,12.02,11.58,11.39,25.25
2022-01-05 10:56:10,9.53,9.47,9.52,-6.21,-12.5,-0.02,-3541.55,0.48,1392.4,0.15,14166.2,-0.07,-60.44,-117.22,-0.05,668.65,703.17,-2.12,-2.15,20.0,14.69,-0.48,-0.88,7.42,315.02,0.21,-1.82,33.55,-1.03,0.82,-1.57,8.62,8.6,511.83,508.93,-0.86,-0.47,-0.64,31.93,11.67,11.58,11.15,25.25
